.00,9999.00,41.30,41.30,41.30,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,414.00,9999.00,41.40,41.40,41.40,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,415.00,9999.00,41.50,41.50,41.50,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,416.00,9999.00,41.60,41.60,41.60,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,417.00,9999.00,41.70,41.70,41.70,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,418.00,9999.00,41.80,41.80,41.80,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,419.00,9999.00,41.90,41.90,41.90,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,420.00,9999.00,42.00,42.00,42.00,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,421.00,9999.00,42.10,42.10,42.10,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,422.00,9999.00,42.20,42.20,42.20,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,423.00,9999.00,42.30,42.30,42.30,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,424.00,9999.00,42.40,42.40,42.40,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,425.00,9999.00,42.50,42.50,42.50,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,426.00,9999.00,42.60,42.60,42.60,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,427.00,9999.00,42.70,42.70,42.70,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,428.00,9999.00,42.80,42.80,42.80,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,429.00,9999.00,42.90,42.90,42.90,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,430.00,9999.00,43.00,43.00,43.00,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,431.00,9999.00,43.10,43.10,43.10,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,432.00,9999.00,43.20,43.20,43.20,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,433.00,9999.00,43.30,43.30,43.30,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
