1234.00,1.00,2270.00,9999.00,227.00,227.00,227.00,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2271.00,9999.00,227.10,227.10,227.10,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2272.00,9999.00,227.20,227.20,227.20,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2273.00,9999.00,227.30,227.30,227.30,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2274.00,9999.00,227.40,227.40,227.40,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2275.00,9999.00,227.50,227.50,227.50,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2276.00,9999.00,227.60,227.60,227.60,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2277.00,9999.00,227.70,227.70,227.70,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2278.00,9999.00,227.80,227.80,227.80,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2279.00,9999.00,227.90,227.90,227.90,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2280.00,9999.00,228.00,228.00,228.00,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2281.00,9999.00,228.10,228.10,228.10,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2282.00,9999.00,228.20,228.20,228.20,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2283.00,9999.00,228.30,228.30,228.30,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2284.00,9999.00,228.40,228.40,228.40,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2285.00,9999.00,228.50,228.50,228.50,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2286.00,9999.00,228.60,228.60,228.60,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2287.00,9999.00,228.70,228.70,228.70,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2288.00,9999.00,228.80,228.80,228.80,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2289.00,9999.00,228.90,228.90,228.90,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2290.00,9999.00,229.00,229.00,229.00,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2291.00,9999.00,229.10,229.10,229.10,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2292.00,9999.00,229.20,229.20,229.20,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2293.00,9999.00,229.30,229.30,229.30,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2294.00,9999.00,229.40,229.40,229.40,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2295.00,9999.00,229.50,229.50,229.50,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2296.00,9999.00,229.60,229.60,229.60,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2297.00,9999.00,229.70,229.70,229.70,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2298.00,9999.00,229.80,229.80,229.80,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2299.00,9999.00,229.90,229.90,229.90,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2300.00,9999.00,230.00,230.00,230.00,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2301.00,9999.00,230.10,230.10,230.10,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2302.00,9999.00,230.20,230.20,230.20,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2303.00,9999.00,230.30,230.30,230.30,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2304.00,9999.00,230.40,230.40,230.40,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2305.00,9999.00,230.50,230.50,230.50,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2306.00,9999.00,230.60,230.60,230.60,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
1234.00,1.00,2307.00,9999.00,230.70,230.70,230.70,9999.00,9999.00,9999.00,0.00,0.00,0.00,0.00,
